ISO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TIMESTAMP
120,CAO2177,2177,2019-04-12,2019,2,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Farmers (Cameroon),7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,"On or before 12 April. A farmer is beaten by military soldiers in Buea of Fako, forced to guide the soldiers to hideouts of Ambazonian separatists.",0,1622068131
120,CAO2185,2185,2019-04-14,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bali,Bali,5.887,10.012,1,Xinhua,International,"14 April. Ambazonian separatists and military forces clash in Bali of Mezam, killing 3 separatists and 4 military soldiers.",7,1622068130
120,CAO2186,2186,2019-04-15,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Street Traders (Cameroon),7,37,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.692,9.21,1,Mimi Mefo,New media,15 April. A street trader is abducted by an unidentified armed group in Kumba of Ekondo Titi.,0,1622068130
120,CAO2187,2187,2019-04-15,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.426,10.795,2,Mimi Mefo,New media,15 April. Military forces burn civilians' houses in Luh village of Ndu in search of Ambazonian separatists.,0,1622068130
120,CAO2219,2219,2019-04-15,2019,3,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Jakiri,6.1,10.65,2,Mimi Mefo,New media,"In April, unidentified armed groups abduct over 30 people from Jakiri subdivision of Bui, a region of ongoing fighting between Ambazonian separatists and military forces. Many civilians were released following ransom payments.",0,1622068130
120,CAO4753,4753,2019-04-15,2019,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Menchum,Wum,Wum,6.383,10.067,2,Undisclosed Source,Local partner-Other,"Around 15 April 2019 (month of), the military forces engaged in fire fights with Ambazonian separatists in Bafmen village, Wum subdivision (Menchum, Nord-Ouest). 6 separatists were killed.",6,1622068130
120,CAO2188,2188,2019-04-15,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.692,9.21,1,Mimi Mefo,New media,"15 April. Military forces clash with Ambazonian separatists in Kosala area of Kumba, killing 'several' soldiers. Unknown fatalities coded as 10.",10,1622068130
120,CAO4763,4763,2019-04-15,2019,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Mundemba,Mundemba,4.948,8.872,2,Undisclosed Source,Local partner-Other,"Around 15 April 2019 (month of), the military forces clashed with Ambazonian separatists in Ndian town, Mundemba subdivision (Ndian, Sud-Ouest), resulting in 5 people getting killed.",5,1622068130
120,CAO2218,2218,2019-04-15,2019,3,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Boyo,Njinikom,Fundong,6.25,10.267,2,Cameroun Web,National,"In April, Ambazonian separatists abduct a woman from Fundong district as a wife for a separatist fighter, demanding a ransom for her release.  [women targeted: relatives of targeted groups or persons]",0,1638981221
120,CAO2189,2189,2019-04-16,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Manyu,Upper Bayang,Mbeme,5.76,9.779,1,Mimi Mefo,New media,"16 April. An unidentified armed group, which some suspect to be military forces, detonates an IED on a corpse, killing a civilian and wounding 2 others.",1,1622068130
120,CAO3806,3806,2019-04-18,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Aid Workers (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,2,Undisclosed Source,Local partner-Other,"On 18 April 2019, Ambazonian separatists kidnapped two humanitarian workers in Small Soppo village, Buea subdivision (Fako, Sud-Ouest).",0,1622068130
120,CAO2343,2343,2019-04-19,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Aid Workers (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Aid Worker Security Database,Local partner-Other,'One male national NGO staff member was kidnapped outside of his office in Buea town and held for several days by a non-state armed group active in the area.',0,1622068130
120,CAO2197,2197,2019-04-20,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Muyuka Communal Militia (Cameroon),,4,14,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.29,9.41,1,Camer.be,National,"20 April. Security forces burn a home in Malende area of Muyuka in Fako, causing neighbors to gather and retaliate with machetes, killing a member of the military forces. Many flee from the village in fear of military retaliation.",1,1622068130
120,CAO2199,2199,2019-04-21,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),SDF: Social Democratic Front,7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bafut,Bafut,6.083,10.1,1,Journal du Cameroun; Mimi Mefo,New media-National,"21 April. Ambazonian separatists abduct 3 civilians connected to SDF National Chairman, Ni John Fru in Bafut of Mezam, demanding money and guns as ransom.",0,1622068130
120,CAO2201,2201,2019-04-22,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,"22 April. Military forces attack civilians in Tole Tea area of Buea of Fako, beating civilians, making arrests and removing some from their homes.",0,1622068130
120,CAO2200,2200,2019-04-22,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bafut,Bafut,6.083,10.1,2,Mimi Mefo,New media,"22 April. Military forces attack civilians in several areas around Bafut, including Mambu, Manka'a, Nikong areas of Mbebali and Njinteh neighborhoods. Two civilians are killed and 'tens' arrested.",2,1622068130
120,CAO2207,2207,2019-04-23,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,Mimi Mefo,New media,23 April. Ambazonian separatists clash with BIR military forces in Kumbo of Jakiri after Ambazonian separatists attacked a military escort. 3 soldiers are wounded in the clash.,0,1622068130
120,CAO2206,2206,2019-04-23,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Mimi Mefo,New media,23 April. Four armed Ambazonian separatists break into a Saint Frederick high school in Bamenda of Mezam and abduct a civilian at gun point.,0,1622068130
120,CAO4766,4766,2019-04-23,2019,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Munyenge,4.405,9.27,1,Undisclosed Source,Local partner-Other,"On 23 April 2019, Ambazonian separatists severely beat up a civilian in Munyenge village, Muyuka subdivision (Meme, Sud-Ouest), for allegedly transporting bullets for the state forces.",0,1622068130
120,CAO2209,2209,2019-04-24,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.29,9.41,1,Journal du Cameroun; Mimi Mefo,New media-National,24 April. Military forces clash with Ambazonian separatists in Muyuka of Fako. Ambazonian separatists abduct and kill a gendarme by dismembering and beheading him.,1,1622068130
120,CAO2210,2210,2019-04-24,2019,1,Strategic developments,Looting/property destruction,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Government of Cameroon (1982-),7,27,Middle Africa,Cameroon,Nord-Ouest,Boyo,Njinikom,Fundong,6.25,10.267,2,Mimi Mefo; Journal du Cameroun,New media-National,24 April. Ambazonian separatists burn the house of the mayor and Inspector General of Public Works in Ngwaikuma neighborhood on the outskirts of Fundong of Boyo.,0,1622068130
120,CAO2213,2213,2019-04-24,2019,2,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Mimi Mefo,New media,Week of 24 April. Ambazonian separatists behead a soldier in Bamenda of Mezam.,1,1622068130
120,CAO2212,2212,2019-04-24,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Tubah,Bambili,5.989,10.251,1,Mimi Mefo,New media,24 April. A woman is abducted by Ambazonian separatists in Bambili of Mezam.,0,1622068130
120,CAO2211,2211,2019-04-24,2019,1,Strategic developments,Looting/property destruction,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ako,Nkambe,6.633,10.667,2,Mimi Mefo,New media,"24 April. Military forces burn four civilian homes in Wat village of Nkambe sub division in search of Ambazonian separatists, but there was no direct confrontation between armed groups.",0,1622068130
120,CAO2217,2217,2019-04-26,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),SDF: Social Democratic Front,7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Mimi Mefo,New media,"26 April. The SDF Senate Vice-President, Emilia Nkeze, is abducted by Ambazonian separatists in Bamenda of Mezam near the residence of SDF National Chairman Ni John Fru.",0,1622068130
120,CAO2220,2220,2019-04-26,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Ikata,4.331,9.359,1,Mimi Mefo,New media,"26 April. Military forces attack civilians in Ikata of Muyuka, killing 4 civilians, burning homes and causing other civilians to flee. ",4,1622068130
120,CAO2223,2223,2019-04-28,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Jakiri,6.1,10.65,2,Mimi Mefo,New media,"28 April. Ambazonian separatists kidnap a civilian from Mantum village in Jakiri, releasing the civilian 2 days later after a ransom payment. ",0,1622068130
120,CAO2224,2224,2019-04-29,2019,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ako,Nkambe,6.633,10.667,2,Journal du Cameroun,National,29 April. Ambazonian separatists kill a police commissioner in Sabongari village in Donga-Mantung.,1,1622068130
120,CAO2225,2225,2019-04-29,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Menchum,Wum,Wum,6.383,10.067,2,Journal du Cameroun,National,"30 April. Military forces clash with Ambazonian separatists at separatist military camps in Wum and Echuan areas of Menchum, killing 'several' separatists and 4 soldiers. Military forces also burn around 10 houses near the Ngoh public school. Total fatalities coded as 14.",14,1622068130
120,CAO2226,2226,2019-04-30,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,2,Mimi Mefo,New media,"30 April. Military forces burn 9 homes in the Tsenla area of Kikaikelaki (approx 5km north of Kumbo) in operations to find Ambazonian separatists, causing many civilian to flee.",0,1622068130
120,CAO2227,2227,2019-04-30,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Babessi,Babessi,6.017,10.567,1,Mimi Mefo,New media,"30 April. Military forces clash with Ambazonian separatists in Kokibue area of Babessi in Balikumbat, killing 'several' separatists. Unknown fatalities coded as 10.",10,1622068130
120,CAO2245,2245,2019-05-01,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Mankon,5.962,10.113,1,Mimi Mefo,New media,01 May. Military forces shoot and kill a civilian in Mankon of Bamenda 2 returning from Labour Day festivities.,1,1622068130
120,CAO2232,2232,2019-05-01,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Students (Cameroon),7,37,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 3,Nkwen,5.995,10.194,1,Mimi Mefo,New media,"01 May. An unidentified armed group abducts 4 students from GBHS school in Mbefi quarter of Nkwen in Mezam,  demanding a ransom payment for their release. ",0,1622068130
120,CAO2229,2229,2019-05-03,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Wowo,6.404,10.839,1,Cameroun Web,National,"03 May. Ambazonian separatists and military forces clash in Wowo village of Ndu, killing 2 civilians in the fighting.",2,1622068130
120,CAO2233,2233,2019-05-04,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Tubah,Bambui,6.05,10.233,1,Mimi Mefo,New media,04 May. Soldiers kill a mother and child while firing indiscriminate shots searching for Ambazonian separatists in the town of Bambui of Tubah.,2,1622068129
120,CAO2234,2234,2019-05-04,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Toko,Dibonda,5.077,9.155,1,Journal du Cameroun,National,"05 May. Military forces retaliate against Ambazonian separatists following an attack on a military post the day before, killing 17 separatists and recovering equipment.",17,1622068129
120,CAO2236,2236,2019-05-05,2019,2,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Sud-Ouest,Meme,Konye,Kokobuma,5.077,9.401,1,Mimi Mefo,New media,"Near 05 May. An unidentified armed group abducts a civilian called Zachee Nzongandembou, CEO of Eden Media Group. He is released on 05 May.",0,1622068129
120,CAO2235,2235,2019-05-05,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.426,10.795,2,Cameroon News Agency,National,"05 May. Military forces attack civilians during searches for Ambazonian separatists in Ntamruh and Ntayi villages of Ndu. 7 civilians are killed, 42 homes burned and 400 cows are reported missing following the attack.",7,1622068129
120,CAO2237,2237,2019-05-05,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Toko,Dibonda,5.077,9.155,1,Journal du Cameroun,National,"04 May. Ambazonian separatists clash with military forces at a military post in Dibonda of Mundemba, injuring 3 soldiers.",0,1622068129
120,CAO2239,2239,2019-05-06,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Santa,Santa,5.799,10.161,1,Mimi Mefo,New media,06 May. Ambazonian separatists and military forces clash in Santa of Mezam.,0,1622068129
120,CAO2240,2240,2019-05-06,2019,1,Strategic developments,Arrests,Police Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,06 May. Police forces arrest over 200 civilians in Buea of Fako.,0,1622068129
120,CAO2238,2238,2019-05-06,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,2,Mimi Mefo,New media,"06 May. Ambazonian separatists clash with military forces in Bamnagam area of Bui, killing 2 separatists, injuring others and 2 missing following the fighting. Soldiers dismember the bodies of the separatists killed during the fighting.",2,1622068129
120,CAO3807,3807,2019-05-08,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Aid Workers (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Meme,Kumba 1,Ekombe Bonji,4.606,9.359,1,Undisclosed Source,Local partner-Other,"On 8 May 2019, Ambazonian separatists kidnapped 13 members of a humanitarian food distribution team in Ekombe Bonji town (Meme, Sud-Ouest).",0,1622068129
120,CAO2242,2242,2019-05-09,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Students (Cameroon); Women (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,"09 May. Ambazonian separatists abduct 8 students, many female, from schools in Buea of Fako for violation of 'dead zone' mandates, demanding payment for their release. [women targeted: girls]",0,1638981220
120,CAO2243,2243,2019-05-10,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Noni,Nkor,6.391,10.584,2,Mimi Mefo,New media,"10 May. Ambazonian separatists clash with military forces in Mah village of Nkum, setting houses on fire and forcing civilians to flee. No casualties reported.",0,1622068129
120,CAO2244,2244,2019-05-10,2019,1,Protests,Peaceful protest,Protesters (Cameroon),WTF: Womens Task Force; Women (Cameroon),6,,,0,60,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Cameroon Online,National,"10 May. Women's group, WTF, protests against ongoing violence in English-speaking regions of Cameroon. [size=200]",0,1622068129
120,CAO3808,3808,2019-05-12,2019,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.29,9.41,1,Undisclosed Source,Local partner-Other,"On 12 May 2019, the military forces engaged in a fire fight with Ambazonian separatists in Muyuka town (Fako, Sud-Ouest). No fatality and/or casualty reported.",0,1622068129
120,CAO2250,2250,2019-05-13,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Women (Cameroon),7,17,Middle Africa,Cameroon,Nord-Ouest,Donga-Mantung,Ako,Nkambe,6.633,10.667,1,Mimi Mefo,New media,"13 May. Military forces shooting sporadically to disperse a crowd, injuring a woman at the Tu Ngandeh Market in Nkambe of Donga-Mantung.",0,1622068129
120,CAO2251,2251,2019-05-13,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mbakem,5.732,9.096,1,Mimi Mefo,New media,"13 May. Military forces shoot and kill a 14 year old boy in his home in Mbakem of Akwaya, mistaken for an Ambazonian separatist. ",1,1622068129
120,CAO4915,4915,2019-05-15,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Mankon,5.962,10.113,1,Undisclosed Source,Local partner-Other,"On 15 May 2019, the military forces raided Alachu neighborhood of Mankon town, Bamenda 2 subdivision (Mezam, Nord-Ouest), killing one person, and burning several homes.",1,1622068129
120,CAO4769,4769,2019-05-15,2019,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Mundemba,Mundemba,4.948,8.872,2,Undisclosed Source,Local partner-Other,"Around 15 May 2019 (month of), the military forces clashed with Ambazonian separatists in Manja village, Mundemba subdivision (Ndian, Sud-Ouest), resulting in one person getting killed.",1,1622068129
120,CAO2344,2344,2019-05-15,2019,2,Violence against civilians,Sexual violence,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Men (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bali,Bali,5.887,10.012,1,Cameroon Online,National,"Mid-May. Ambazonian separatists tortured a civilian at an abandoned school in Bali, Mezam. Separatists forced the man to sit on burning paper in his underwear and beat him with machetes and sticks.",0,1622068129
120,CAO2252,2252,2019-05-15,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Mankon,5.962,10.113,1,HRW; Mimi Mefo; AFP,Other-New media,"15 May. Ambazonian separatists and military forces clash in Mankon of Bamenda 2. Separatists kill 2 soldiers, while a civilian is killed by military forces. A clinic and scores of houses are burned in the fighting by military forces and indiscriminate shooting reported.",3,1622068129
120,CAO4772,4772,2019-05-15,2019,3,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Farmers (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Ekondo Titi,4.603,9.04,2,Undisclosed Source,Local partner-Other,"Around 15 May 2019 (month of), Ambazonian separatists killed a farmer in Kitta village, Ekondo Titi subdivision (Ndian, Sud-Ouest) for allegedly being a traitor.",1,1622068129
120,CAO4886,4886,2019-05-15,2019,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,Bamunka,5.973,10.463,1,Undisclosed Source,Local partner-Other,"Around 15 May 2019 (month of), Ambazonian separatists engaged in fire fights with the military forces in Bamunka village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest). Two people were killed.",2,1622068129
120,CAO4115,4115,2019-05-15,2019,3,Strategic developments,Looting/property destruction,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,2,Undisclosed Source,Local partner-Other,"Property destruction: Around 15 May 2019 (month of), the military forces raided Bova village, Buea subdivision (Fako, Sud-Ouest). They burnt houses and property.",0,1622068129
120,CAO2254,2254,2019-05-16,2019,1,Strategic developments,Change to group/activity,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.692,9.21,1,Mimi Mefo,New media,16 May. 30 Ambazonian separatists surrender to military forces in Kumba of Ekondo Titi.,0,1622068129
120,CAO2253,2253,2019-05-16,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,16 May. Ambazonian separatists clash with military forces in Molyko and Dirty South areas of Buea.,0,1622068129
120,CAO2258,2258,2019-05-16,2019,2,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,Mimi Mefo,New media,"14-19 May. Military forces fire shots and loot houses, businesses and government buildings in Kumbo of Jakiri, forcing civilians to flee.",0,1622068129
120,CAO2260,2260,2019-05-18,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Manyu,Eyumodjock,Eyumojock,5.769,8.981,2,Mimi Mefo,New media,18 May. Military forces shoot and kill 12 people in Ebam of Eyumojock in Manyu.,12,1622068129
120,CAO2261,2261,2019-05-18,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Nchang,5.643,9.216,1,Mimi Mefo,New media,"18 May. Military forces shoot and kill 6 civilians, burn houses and make arrests in Nchang of Mamfe.",6,1622068129
120,CAO2266,2266,2019-05-19,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.29,9.41,1,Journal du Cameroun; Mimi Mefo,New media-National,19 May. Military forces shoot and kill a child in Muyuka of Fako during military operations in the area.,1,1622068129
120,CAO2265,2265,2019-05-19,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Balikumbat,Balikumbat,5.9,10.383,1,Mimi Mefo,New media,"19 May. Gunshots in Balikumbat of Ngo-ketunjia are exchanged, likely between ongoing fighting between Ambazonian separatists and military forces, following the raising of the Ambazonian flag and grandstands being painted Ambazonian colours.",0,1622068129
120,CAO2264,2264,2019-05-19,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Jakiri,6.1,10.65,2,Mimi Mefo,New media,19 May. Military forces clash with Ambazonian separatists in Mantum village of Jakiri in Bui.,0,1622068129
120,CAO2269,2269,2019-05-20,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Mimi Mefo,New media,20 May. Military forces and Ambazonian separatists clash in Bamenda of Mezam. Military forces shoot and kill a civilian bar owner in Old Town area with shooting heard near Hotspot area in Up-Station as well.,1,1622068129
120,CAO2271,2271,2019-05-20,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Ekondo Titi,4.603,9.04,2,Mimi Mefo,New media,20 May. Military forces shoot and kill a civilian in Leo village near Ekondo Titi and Mundemba of Ndian.,1,1622068129
120,CAO2270,2270,2019-05-20,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Mimi Mefo,New media,20 May. Ambazonian separatists clash with military forces in Buea of Fako.,0,1622068129
